Date,Adj Close,Close,High,Low,Open,Volume,Max Close,Retracement
1993-05-21,24.879589080810547,44.75,45.25,44.71875,45.1875,221400,25.315996170043945,-0.0172383929236722
1993-05-24,24.98383522033692,44.9375,45.09375,44.84375,44.84375,30500,25.315996170043945,-0.0131205956690761
1993-05-25,25.03595733642578,45.03125,45.125,45.03125,45.125,191800,25.315996170043945,-0.0110617347125976
1993-05-26,25.348691940307617,45.59375,45.625,45.125,45.15625,102400,25.348691940307617,0.0
1993-05-27,25.26181602478028,45.4375,45.65625,45.375,45.65625,53800,25.348691940307617,-0.0034272346569961
1993-05-28,25.140199661254883,45.21875,45.40625,45.0,45.40625,79100,25.348691940307617,-0.0082249719055998
1993-06-01,25.38344383239746,45.65625,45.8125,45.3125,45.375,28300,25.38344383239746,0.0
1993-06-02,25.348691940307617,45.59375,45.75,45.34375,45.53125,20300,25.38344383239746,-0.0013690771165372
1993-06-03,25.26181602478028,45.4375,45.5,45.34375,45.5,21600,25.38344383239746,-0.0047916196249914
1993-06-04,25.174936294555664,45.28125,45.3125,45.09375,45.3125,32000,25.38344383239746,-0.0082143124163346
1993-06-07,25.08806610107422,45.125,45.375,45.125,45.375,121400,25.38344383239746,-0.0116366295004559
1993-06-08,24.862211227416992,44.71875,45.0,44.71875,45.0,104500,25.38344383239746,-0.0205343533533935
1993-06-09,24.94907188415528,44.875,45.0625,44.8125,44.875,43300,25.38344383239746,-0.0171124119764941
1993-06-10,24.96646308898925,44.90625,44.9375,44.75,44.84375,17900,25.38344383239746,-0.0164272722866707
1993-06-11,25.070701599121094,45.09375,45.15625,44.90625,45.0625,647400,25.38344383239746,-0.0123207172100582
1993-06-14,25.03595733642578,45.03125,45.1875,45.03125,45.15625,64200,25.38344383239746,-0.013689493760818
1993-06-15,24.98383522033692,44.9375,45.125,44.9375,45.09375,142400,25.38344383239746,-0.0157428840112906
1993-06-16,25.03595733642578,45.03125,45.03125,44.8125,44.9375,330900,25.38344383239746,-0.013689493760818
1993-06-17,25.122833251953125,45.1875,45.1875,45.03125,45.125,37400,25.38344383239746,-0.0102669512523636
1993-06-18,24.915939331054688,44.5,44.84375,44.5,44.84375,58500,25.38344383239746,-0.0184176940067559
1993-06-21,24.96843147277832,44.59375,44.625,44.53125,44.625,29300,25.38344383239746,-0.0163497263160742
1993-06-22,24.98592758178711,44.625,44.65625,44.5625,44.65625,137500,25.38344383239746,-0.0156604538468098
1993-06-23,24.75847053527832,44.21875,44.625,44.21875,44.625,227600,25.38344383239746,-0.0246212965130237
1993-06-24,25.090896606445312,44.8125,44.8125,44.34375,44.34375,243700,25.38344383239746,-0.0115251195970014
1993-06-25,25.073410034179688,44.78125,44.90625,44.75,44.78125,44800,25.38344383239746,-0.0122140163590438
1993-06-28,25.353361129760746,45.28125,45.28125,44.9375,45.0,439900,25.38344383239746,-0.0011851308607037
1993-06-29,25.230886459350582,45.0625,45.21875,45.0,45.21875,207500,25.38344383239746,-0.0060101132869987
1993-06-30,25.230886459350582,45.0625,45.21875,45.0,45.125,437600,25.38344383239746,-0.0060101132869987
1993-07-01,25.160898208618164,44.9375,45.125,44.875,45.125,605700,25.38344383239746,-0.0087673534469446
1993-07-02,25.02092170715332,44.6875,44.8125,44.53125,44.78125,285400,25.38344383239746,-0.0142818337668368
1993-07-06,24.75847053527832,44.21875,44.75,44.15625,44.625,246400,25.38344383239746,-0.0246212965130237
1993-07-07,24.82844924926757,44.34375,44.40625,44.1875,44.1875,343700,25.38344383239746,-0.0218644320602996
1993-07-08,25.10840606689453,44.84375,44.9375,44.3125,44.375,248200,25.38344383239746,-0.0108353211376264
1993-07-09,25.17839241027832,44.96875,44.96875,44.75,44.84375,378200,25.38344383239746,-0.0080781561191247
1993-07-12,25.160898208618164,44.9375,44.96875,44.84375,44.90625,373700,25.38344383239746,-0.0087673534469446
1993-07-13,25.14340209960937,44.90625,45.09375,44.65625,44.96875,389600,25.38344383239746,-0.0094566259162091
1993-07-14,25.230886459350582,45.0625,45.1875,44.90625,44.9375,617300,25.38344383239746,-0.0060101132869987
1993-07-15,25.12589454650879,44.875,45.03125,44.78125,45.03125,443800,25.38344383239746,-0.0101463492341396
1993-07-16,25.05592155456543,44.75,44.9375,44.6875,44.90625,216400,25.38344383239746,-0.0129029882625306
1993-07-19,25.03841781616211,44.71875,44.75,44.59375,44.75,188200,25.38344383239746,-0.0135925612975725
1993-07-20,25.10840606689453,44.84375,44.84375,44.46875,44.6875,68500,25.38344383239746,-0.0108353211376264
1993-07-21,25.090896606445312,44.8125,44.8125,44.65625,44.78125,142700,25.38344383239746,-0.0115251195970014
1993-07-22,24.915939331054688,44.5,44.8125,44.5,44.75,632400,25.38344383239746,-0.0184176940067559
1993-07-23,25.03841781616211,44.71875,44.71875,44.5625,44.59375,286200,25.38344383239746,-0.0135925612975725
1993-07-26,25.17839241027832,44.96875,45.0625,44.84375,44.84375,121300,25.38344383239746,-0.0080781561191247
1993-07-27,25.160898208618164,44.9375,45.03125,44.78125,45.0,92800,25.38344383239746,-0.0087673534469446
1993-07-28,25.10840606689453,44.84375,44.9375,44.78125,44.84375,30800,25.38344383239746,-0.0108353211376264
1993-07-29,25.24838256835937,45.09375,45.21875,44.875,44.9375,331000,25.38344383239746,-0.0053208408177344
1993-07-30,25.10840606689453,44.84375,45.09375,44.78125,45.09375,75300,25.38344383239746,-0.0108353211376264
1993-08-02,25.17839241027832,44.96875,45.125,44.90625,44.90625,41300,25.38344383239746,-0.0080781561191247
1993-08-03,25.195884704589844,45.0,45.1875,44.84375,45.0625,81600,25.38344383239746,-0.0073890339327491
1993-08-04,25.195884704589844,45.0,45.09375,44.875,45.0,434000,25.38344383239746,-0.0073890339327491
1993-08-05,25.14340209960937,44.90625,45.0,44.84375,45.0,36800,25.38344383239746,-0.0094566259162091
1993-08-06,25.17839241027832,44.96875,45.0625,44.90625,45.03125,402300,25.38344383239746,-0.0080781561191247
1993-08-09,25.3183708190918,45.21875,45.34375,45.0,45.09375,828200,25.38344383239746,-0.002563600657788
1993-08-10,25.30088424682617,45.1875,45.21875,45.125,45.1875,604900,25.38344383239746,-0.0032524974198307
1993-08-11,25.30088424682617,45.1875,45.3125,45.15625,45.15625,542200,25.38344383239746,-0.0032524974198307
1993-08-12,25.230886459350582,45.0625,45.3125,44.90625,45.3125,303700,25.38344383239746,-0.0060101132869987
1993-08-13,25.265867233276367,45.125,45.15625,45.09375,45.09375,103500,25.38344383239746,-0.0046320191971362
1993-08-16,25.40585708618164,45.375,45.5,45.15625,45.15625,241800,25.40585708618164,0.0
1993-08-17,25.49334144592285,45.53125,45.53125,45.34375,45.34375,369300,25.49334144592285,0.0
1993-08-18,25.6333236694336,45.78125,45.875,45.65625,45.6875,414300,25.6333236694336,0.0
1993-08-19,25.6333236694336,45.78125,45.8125,45.71875,45.8125,28500,25.6333236694336,0.0
1993-08-20,25.65082359313965,45.8125,45.8125,45.65625,45.6875,80700,25.65082359313965,0.0
1993-08-23,25.598331451416016,45.71875,45.75,45.625,45.625,15600,25.65082359313965,-0.0020464115521683
1993-08-24,25.87828826904297,46.21875,46.21875,45.71875,45.71875,273400,25.87828826904297,0.0
1993-08-25,25.8957748413086,46.25,46.4375,46.15625,46.21875,242300,25.8957748413086,0.0
1993-08-26,25.913286209106445,46.28125,46.53125,46.09375,46.28125,120000,25.913286209106445,0.0
1993-08-27,25.8957748413086,46.25,46.25,46.15625,46.15625,25700,25.913286209106445,-0.0006757679306491
1993-08-30,26.000751495361328,46.4375,46.5,46.28125,46.28125,183500,26.000751495361328,0.0
1993-08-31,26.07074546813965,46.5625,46.5625,46.34375,46.40625,66500,26.07074546813965,0.0
1993-09-01,26.035755157470703,46.5,46.59375,46.40625,46.40625,136500,26.07074546813965,-0.001342129273277
1993-09-02,25.94828414916992,46.34375,46.59375,46.3125,46.53125,472400,26.07074546813965,-0.0046972695552333
1993-09-03,25.96577262878418,46.375,46.4375,46.25,46.3125,630500,26.07074546813965,-0.0040264609803257
1993-09-07,25.7907829284668,46.0625,46.4375,46.0,46.375,196400,26.07074546813965,-0.0107385705566027
1993-09-08,25.70330619812012,45.90625,46.0625,45.59375,46.0625,269900,26.07074546813965,-0.0140939303200426
1993-09-09,25.755802154541016,46.0,46.03125,45.71875,45.71875,239200,26.07074546813965,-0.0120803340274069
1993-09-10,25.98326301574707,46.40625,46.4375,46.0625,46.125,106500,26.07074546813965,-0.0033555792449237
1993-09-13,26.000751495361328,46.4375,46.5625,46.4375,46.5625,66900,26.07074546813965,-0.0026847706700162
1993-09-14,25.8957748413086,46.25,46.3125,46.09375,46.3125,184500,26.07074546813965,-0.006711377971331
1993-09-15,25.96577262878418,46.375,46.40625,45.90625,46.0625,101000,26.07074546813965,-0.0040264609803257
1993-09-16,25.860780715942383,46.1875,46.34375,46.15625,46.3125,54300,26.07074546813965,-0.0080536535655974
1993-09-17,25.810640335083008,45.8125,45.90625,45.75,45.875,200900,26.07074546813965,-0.009976896647413
1993-09-20,25.599365234375,45.4375,45.96875,45.4375,45.875,57800,26.07074546813965,-0.0180808114727946
1993-09-21,25.51132774353028,45.28125,45.5625,44.8125,45.5,318200,26.07074546813965,-0.0214576804216442
1993-09-22,25.722612380981445,45.65625,45.71875,45.375,45.4375,439700,26.07074546813965,-0.0133533997937898
1993-09-23,25.863460540771484,45.90625,45.9375,45.71875,45.78125,88500,26.07074546813965,-0.0079508630706966
1993-09-24,25.79303359985352,45.78125,45.875,45.71875,45.84375,53500,26.07074546813965,-0.010652241172985
1993-09-27,26.07474708557129,46.28125,46.28125,46.125,46.125,274600,26.07474708557129,0.0
1993-09-28,26.021913528442383,46.1875,46.3125,46.15625,46.3125,158300,26.07474708557129,-0.0020262346919614
1993-09-29,25.93388938903809,46.03125,46.3125,45.96875,46.1875,221000,26.07474708557129,-0.0054020733574495
1993-09-30,25.881065368652344,45.9375,46.125,45.84375,46.03125,99300,26.07474708557129,-0.0074279423030768
1993-10-01,26.004301071166992,46.15625,46.21875,45.8125,45.875,22700,26.07474708557129,-0.0027016950221265
1993-10-04,26.039527893066406,46.21875,46.21875,46.09375,46.21875,1038500,26.07474708557129,-0.0013507012125295
1993-10-05,26.004301071166992,46.15625,46.3125,46.0,46.3125,436500,26.07474708557129,-0.0027016950221265
1993-10-06,25.986703872680664,46.125,46.375,46.125,46.1875,209200,26.07474708557129,-0.0033765701581567
1993-10-07,25.91627311706543,46.0,46.1875,45.96875,46.1875,59400,26.07474708557129,-0.0060776799861484
1993-10-08,25.95148277282715,46.0625,46.15625,45.71875,46.125,54400,26.07474708557129,-0.0047273445199531
1993-10-11,26.004301071166992,46.15625,46.25,46.15625,46.15625,467100,26.07474708557129,-0.0027016950221265
1993-10-12,26.039527893066406,46.21875,46.25,46.1875,46.21875,26200,26.07474708557129,-0.0013507012125295
1993-10-13,26.039527893066406,46.21875,46.25,46.15625,46.25,139100,26.07474708557129,-0.0013507012125295
1993-10-14,26.37404060363769,46.8125,46.8125,46.28125,46.40625,108100,26.37404060363769,0.0
1993-10-15,26.51487922668457,47.0625,47.15625,46.90625,47.03125,1502500,26.51487922668457,0.0
1993-10-18,26.44446182250977,46.9375,47.03125,46.875,47.03125,722400,26.51487922668457,-0.0026557693728407
1993-10-19,26.25079345703125,46.59375,46.96875,46.59375,46.875,880100,26.51487922668457,-0.009959908449726
1993-10-20,26.286008834838867,46.65625,46.75,46.5625,46.75,230400,26.51487922668457,-0.0086317719907005
1993-10-21,26.25079345703125,46.59375,46.6875,46.53125,46.6875,56200,26.51487922668457,-0.009959908449726
1993-10-22,26.127561569213867,46.375,46.84375,46.375,46.65625,390700,26.51487922668457,-0.0146075588034701
1993-10-25,26.19797706604004,46.5,46.5625,46.28125,46.40625,114500,26.51487922668457,-0.0119518613656592
1993-10-26,26.18036842346192,46.46875,46.5,46.3125,46.46875,186200,26.51487922668457,-0.0126159655626868
1993-10-27,26.19797706604004,46.5,46.53125,46.40625,46.40625,118400,26.51487922668457,-0.0119518613656592
1993-10-28,26.39164924621582,46.84375,46.96875,46.5625,46.5625,129600,26.51487922668457,-0.004647578418714
1993-10-29,26.39164924621582,46.84375,46.875,46.78125,46.8125,80700,26.51487922668457,-0.004647578418714
1993-11-01,26.462066650390625,46.96875,47.0,46.78125,46.78125,36400,26.51487922668457,-0.0019918090458731
1993-11-02,26.44446182250977,46.9375,47.0,46.65625,46.90625,262100,26.51487922668457,-0.0026557693728407
1993-11-03,26.10995483398437,46.34375,46.90625,46.125,46.90625,479100,26.51487922668457,-0.0152715910654679
1993-11-04,25.8282470703125,45.84375,46.34375,45.8125,46.34375,130400,26.51487922668457,-0.0258961072574316
1993-11-05,25.95148277282715,46.0625,46.0625,45.53125,45.71875,363200,26.51487922668457,-0.0212483130336275
1993-11-08,25.986703872680664,46.125,46.25,45.96875,46.09375,367600,26.51487922668457,-0.019919960769512
1993-11-09,26.004301071166992,46.15625,46.46875,46.125,46.4375,246900,26.51487922668457,-0.0192562881826643
1993-11-10,26.19797706604004,46.5,46.5,46.03125,46.15625,46500,26.51487922668457,-0.0119518613656592
1993-11-11,26.127561569213867,46.375,46.625,46.34375,46.5,88900,26.51487922668457,-0.0146075588034701
1993-11-12,26.25079345703125,46.59375,46.75,46.4375,46.46875,108200,26.51487922668457,-0.009959908449726
1993-11-15,26.23318290710449,46.5625,46.6875,46.4375,46.6875,243300,26.51487922668457,-0.0106240845817838
1993-11-16,26.35643577575684,46.78125,46.8125,46.46875,46.65625,492600,26.51487922668457,-0.0059756429427094
1993-11-17,26.215576171875,46.53125,46.8125,46.40625,46.8125,39600,26.51487922668457,-0.0112881168437815
1993-11-18,26.145158767700195,46.40625,46.5625,46.28125,46.46875,240800,26.51487922668457,-0.0139438862166224
1993-11-19,26.092342376708984,46.3125,46.375,46.21875,46.25,106000,26.51487922668457,-0.0159358391325556
1993-11-22,25.93388938903809,46.03125,46.21875,45.875,46.1875,165300,26.51487922668457,-0.021911841750415
1993-11-23,26.07474708557129,46.28125,46.3125,46.03125,46.28125,89700,26.51487922668457,-0.0165994397843733
1993-11-24,26.18036842346192,46.46875,46.5,46.34375,46.40625,77200,26.51487922668457,-0.0126159655626868
1993-11-26,26.19797706604004,46.5,46.59375,46.46875,46.59375,1019800,26.51487922668457,-0.0119518613656592
1993-11-29,26.092342376708984,46.3125,46.71875,46.3125,46.625,517500,26.51487922668457,-0.0159358391325556
1993-11-30,26.10995483398437,46.34375,46.5625,46.25,46.28125,230000,26.51487922668457,-0.0152715910654679
1993-12-01,26.145158767700195,46.40625,46.625,46.40625,46.59375,379200,26.51487922668457,-0.0139438862166224
1993-12-02,26.215576171875,46.53125,46.5625,46.40625,46.5,352000,26.51487922668457,-0.0112881168437815
1993-12-03,26.321203231811523,46.71875,46.71875,46.5,46.5,306000,26.51487922668457,-0.0073044268170051
1993-12-06,26.409252166748047,46.875,46.9375,46.78125,46.78125,99500,26.51487922668457,-0.0039836900267763
1993-12-07,26.39164924621582,46.84375,46.90625,46.78125,46.875,88800,26.51487922668457,-0.004647578418714
1993-12-08,26.39164924621582,46.84375,46.84375,46.78125,46.84375,146700,26.51487922668457,-0.004647578418714
1993-12-09,26.303613662719727,46.6875,46.90625,46.625,46.84375,416500,26.51487922668457,-0.0079678116637327
1993-12-10,26.25079345703125,46.59375,46.71875,46.5,46.71875,412900,26.51487922668457,-0.009959908449726
1993-12-13,26.409252166748047,46.875,46.875,46.53125,46.59375,273200,26.51487922668457,-0.0039836900267763
1993-12-14,26.215576171875,46.53125,46.90625,46.53125,46.90625,41900,26.51487922668457,-0.0112881168437815
1993-12-15,26.18036842346192,46.46875,46.625,46.46875,46.59375,82600,26.51487922668457,-0.0126159655626868
1993-12-16,26.26839065551757,46.625,46.65625,46.5625,46.65625,78200,26.51487922668457,-0.0092962358628784
1993-12-17,26.41275787353516,46.5625,46.59375,46.375,46.40625,104700,26.51487922668457,-0.0038514734416227
1993-12-20,26.448213577270508,46.625,46.65625,46.5,46.53125,68800,26.51487922668457,-0.0025142731688164
1993-12-21,26.359594345092773,46.46875,46.5625,46.40625,46.5625,205700,26.51487922668457,-0.0058565185330174
1993-12-22,26.5368709564209,46.78125,46.8125,46.5,46.59375,410300,26.5368709564209,0.0
1993-12-23,26.51913833618164,46.75,46.84375,46.6875,46.75,533800,26.5368709564209,-0.0006682257402682
1993-12-27,26.66093635559082,47.0,47.0,46.75,46.75,447100,26.66093635559082,0.0
1993-12-28,26.7141170501709,47.09375,47.125,46.9375,46.96875,880600,26.7141170501709,0.0
1993-12-29,26.67866897583008,47.03125,47.15625,47.0,47.125,266700,26.7141170501709,-0.0013269416419132
1993-12-30,26.572301864624023,46.84375,47.0,46.75,47.0,219900,26.7141170501709,-0.0053086233499889
1993-12-31,26.43048858642578,46.59375,47.0,46.5625,46.9375,312900,26.7141170501709,-0.0106171753014499
1994-01-03,26.359594345092773,46.46875,46.65625,46.40625,46.59375,960900,26.7141170501709,-0.0132709871867487
1994-01-04,26.465961456298828,46.65625,46.65625,46.46875,46.53125,164300,26.7141170501709,-0.0092893054786732
1994-01-05,26.51913833618164,46.75,46.78125,46.53125,46.71875,710900,26.7141170501709,-0.0072987145194832
1994-01-06,26.51913833618164,46.75,46.84375,46.6875,46.8125,201000,26.7141170501709,-0.0072987145194832
1994-01-07,26.67866897583008,47.03125,47.0625,46.71875,46.84375,775500,26.7141170501709,-0.0013269416419132
1994-01-10,26.99774932861328,47.59375,47.59375,46.96875,47.09375,593700,26.99774932861328,0.0
1994-01-11,26.944564819335938,47.5,47.5625,47.34375,47.5625,295200,26.99774932861328,-0.0019699608522913
1994-01-12,26.855939865112305,47.34375,47.53125,47.1875,47.53125,158400,26.99774932861328,-0.0052526402025179
1994-01-13,26.7850284576416,47.21875,47.3125,47.15625,47.21875,244300,26.99774932861328,-0.0078792075732857
1994-01-14,26.8913803100586,47.40625,47.5,47.375,47.375,137200,26.99774932861328,-0.0039399217045826
1994-01-17,26.8913803100586,47.40625,47.46875,47.3125,47.40625,17700,26.99774932861328,-0.0039399217045826
1994-01-18,26.926841735839844,47.46875,47.53125,47.375,47.46875,166400,26.99774932861328,-0.0026264260739056
1994-01-19,26.855939865112305,47.34375,47.46875,47.25,47.40625,200800,26.99774932861328,-0.0052526402025179
1994-01-20,26.926841735839844,47.46875,47.5,47.375,47.40625,281100,26.99774932861328,-0.0026264260739056
1994-01-21,26.873659133911133,47.375,47.53125,47.34375,47.53125,85600,26.99774932861328,-0.0045963162777658
1994-01-24,26.76731300354004,47.1875,47.5625,47.1875,47.34375,373800,26.99774932861328,-0.0085353902011756
1994-01-25,26.76731300354004,47.1875,47.25,47.09375,47.21875,310400,26.99774932861328,-0.0085353902011756
1994-01-26,26.838207244873047,47.3125,47.34375,47.125,47.1875,145100,26.99774932861328,-0.0059094586662876
1994-01-27,27.08637809753418,47.75,47.8125,47.34375,47.40625,344500,27.08637809753418,0.0
1994-01-28,27.15729522705078,47.875,48.03125,47.875,47.9375,356500,27.15729522705078,0.0
1994-01-31,27.352283477783203,48.21875,48.3125,48.0,48.0625,313800,27.352283477783203,0.0
1994-02-01,27.21047019958496,47.96875,48.15625,47.90625,48.15625,303600,27.352283477783203,-0.0051846961265018
